,efficiency_score
0,19.839181296825796
1,10.738061841863566
2,21.313798251624412
3,16.18342398608454
4,12.598732055616885
5,12.769929106757449
6,6.850239912689251
7,17.00525970835194
8,15.894879228369312
9,11.558500239467042
10,17.38424525223496
11,1.0551439939711815
12,11.717046308024253
13,13.368413073154603
14,27.2407020099262
15,13.297236633176034
16,9.44856817412201
17,10.751778358909306
18,22.214459077660777
19,15.402101489605016
20,17.86368163569435
21,6.750247854986431
22,19.33083165718699
23,17.45255468902096
24,16.442968589489023
25,2.0162702425601458
26,8.881308465402439
27,10.09650318430402
28,15.719517712023656
29,7.307093487923518
30,7.341980700662916
31,18.782538224681716
32,5.756449369211452
33,13.622760504316417
34,13.020884672231519
35,16.36163030205095
36,18.625693422312537
37,11.039031770147375
38,12.739840713355385
39,13.178612341021537
40,17.80280589518587
41,5.551023989612391
42,24.898633373632258
43,15.612263279868605
44,6.87387043861738
45,12.987228185818104
46,23.514761832668817
47,25.48086254870267
48,20.170737372016895
49,9.506141461626093
50,9.026780819624477
51,0.8188648703288705
52,9.152975622354607
53,16.05961336908825
54,16.041539253797986
55,11.269400688604158
56,14.886393656545174
57,8.322758931059138
58,6.651174971767627
59,9.71178442523347
60,13.03603908315733
61,8.528606089428123
62,13.71946386156288
