,efficiency_score
0,23.32620736299436
1,13.277764785060745
2,13.19917875329578
3,10.1981150062412
4,13.181141728677861
5,19.109785985711543
6,10.225960237722145
7,9.30679687337445
8,12.055656570719313
9,16.079834330515567
10,11.445925079729895
11,7.184841928370581
12,32.04349574950352
13,17.26670185688231
14,13.035389400510189
15,11.776606361061145
16,11.230546422627977
17,12.908675111927028
18,9.962510555026673
19,12.19336207952754
20,15.210761530023753
21,6.649233983005974
22,11.708080587373518
23,9.316548975205096
24,7.370591809090047
25,12.284850132955464
26,18.030567379864785
27,3.6263151935325197
28,8.246255243555748
29,17.153976521813856
30,13.46816004184466
31,11.839878794259343
32,8.53412239665755
33,15.000106892726661
34,14.075542957604162
35,17.801208671808347
36,18.924848158523506
37,7.919250944925925
38,1.8973733997571907
39,8.372926552061328
40,8.85205594354299
41,3.1824048670694993
42,12.149869366723555
43,16.55287111868641
44,6.125636900815539
45,9.386036026134455
46,18.79808531075095
47,8.881845207631635
48,12.636028626677437
49,23.37956405493493
50,15.594152672226539
51,10.182777364657555
52,3.1524426114833073
53,7.625374126728489
54,26.345279151950457
55,8.800177657381639
56,14.369139745838657
57,23.655203779803948
58,9.1424009919026
59,11.72384846251032
60,17.291626152726693
61,20.77033978791344
62,10.086425531091546
63,11.991784836163244
64,13.855002692599017
65,16.42465217355355
66,18.841349000770837
67,13.271130130086028
68,20.928763839577933
69,11.717280144760908
70,14.55562079941862
71,17.123877347705456
72,18.30529143499066
73,9.56307016850057
74,11.309068995514659
75,16.15398109114725
76,10.435664144118984
77,10.802096801012945
78,8.839443944511256
79,2.6794349992862316
80,12.835964421482752
81,17.530486826121376
82,21.25626078007818
83,3.392636759835166
84,10.634761867884363
85,29.24970618639845
86,23.28035773764587
87,16.767780392009833
88,13.525210721245163
89,21.330024177911955
90,7.108518997384141
91,8.88147379430064
92,12.437172777439942
