,efficiency_score
0,18.915411558332426
1,13.652632111925994
2,17.655456785358464
3,12.09274627993316
4,12.303710147357961
5,18.16622073411179
6,11.207158517046762
7,9.32577644241133
8,10.04322822051686
9,12.317880895723581
10,8.446830692008934
11,5.659601122859828
12,13.747432255343469
13,20.499094188497214
14,12.710747206046182
15,11.668128970723602
16,8.808426267720625
17,24.809244085471473
18,6.656687587247948
19,4.683951559616963
20,13.356170564597294
21,9.883532911237678
22,13.038109225176758
23,15.382341535357517
24,8.398178279288471
25,11.615184210778505
26,11.682047411350007
27,10.634881884914133
28,6.58662830581805
29,10.65486278227748
30,6.9510377426540995
31,14.162872699862492
32,6.926595985241624
33,10.409658200906199
34,1.160077390101274
35,9.550883224247684
36,2.263118750657322
37,9.069468690370632
38,7.551654450814802
39,13.971020466411579
40,32.032106929919465
41,14.660765238792445
42,15.177586751862135
43,4.145078137830891
44,30.82306673069325
45,8.453066770585131
46,9.641743173628365
47,22.792229369997795
48,19.57353197890911
49,22.31843547057139
50,7.590777448767947
51,9.964534011599358
52,7.969534697920272
53,27.155658027041905
54,12.877705961987221
55,10.344622561950963
56,11.42081774728933
57,8.465535098307505
58,27.861634316892207
59,15.419919232116545
60,19.63330289394887
61,9.580184644383428
62,11.644174944480284
63,11.621940627930165
64,11.963237767467099
65,8.937546159250434
66,9.29587164777375
67,12.26049518753303
68,20.793779925507597
69,13.188731988588726
70,9.342535223235041
71,7.710940264015323
72,8.365113915890573
73,16.142665756709068
74,9.885356372706394
75,6.673856512861041
76,9.955505159712521
77,12.17638785893905
78,0.6085102261046067
79,10.901539580816493
80,12.81779628018577
81,18.83357890000752
82,13.714998596088721
83,13.941065578518705
84,10.293950505708024
85,18.602958295897135
86,17.944153052823772
87,10.554009827029354
88,13.05872728538332
89,22.263486192985127
90,11.100887833595792
91,14.22790552156162
92,8.178263327897474
93,6.013050117174042
94,8.437888783846821
95,14.777523923220148
96,25.629799047164365
97,10.17768547668395
98,12.064216942451525
99,8.802739250808314
100,4.801443912787246
101,13.922468441565886
102,10.2307186749396
103,12.973838897670111
104,6.765741583262557
105,16.356892543676445
106,9.72551975475702
107,17.987286292630966
108,8.020557655163067
109,9.47868556205684
110,14.962326775324517
111,15.251476588069277
112,14.33099960319833
113,9.628282295042684
114,11.619693674113515
115,15.56956875055053
116,8.525831570542776
117,9.904102053164316
118,9.994617575738559
119,13.64839616648045
120,21.489876475147472
121,9.109843200436735
122,10.902988485180174
123,17.055807395869003
124,10.991292351410053
125,19.127779147349344
126,13.78600976906204
127,16.22233406498223
128,15.976028684802223
129,15.496339064271828
130,9.263327465722927
131,11.57178618825061
132,17.700075619176268
133,12.500625026467324
134,15.279893808570504
135,15.078718052118113
136,9.533336696905376
137,9.161734112492896
138,28.363125750418284
139,19.99587380800746
140,11.2458065548252
141,13.626380900244234
142,5.424857396464189
143,11.550623026178966
144,19.352337427852095
145,12.132145949981592
146,9.52935656021286
147,13.091281292409251
148,3.8916356376173717
149,23.36047207541001
150,17.949401735935368
151,21.315644180826943
152,19.061763284658912
153,13.83453084504635
154,22.957497404747407
155,11.41869350971017
156,21.22245009794842
157,28.23248486606826
158,12.330529430906466
159,11.415167110655828
160,15.86190106655656
161,12.168918170619078
162,13.605815199066814
163,10.519159104807393
164,11.392762428207734
165,13.688185308981698
166,17.362681779302296
167,33.781647725783124
168,10.3761003900083
169,7.701452323315343
170,19.31019181417461
171,6.565306807734345
172,15.832993990202315
173,17.544434200632253
174,12.671301789516164
175,16.497125278187514
176,1.17838315433762
177,13.699597733646904
178,9.090150732285588
179,10.872539133461002
180,11.475863288704558
181,12.20543483668305
182,24.480379603875797
183,13.38432178352931
184,15.282563176188646
185,11.67675336385049
186,8.140496153820752
187,13.595968721527155
188,12.645132575191184
189,6.490767819061488
190,15.301208279445405
191,13.789479276659877
192,10.655512282318256
193,12.830657024625728
194,10.531343549725431
195,10.8785242905513
196,10.384793653521863
197,9.30543321596271
198,10.290329559725468
199,7.288716611065632
200,21.657129444389895
201,26.439485088709784
202,6.9800020042801005
203,6.107555075026065
204,16.369376393926117
205,10.592743628034592
206,28.10744435471931
207,12.824128367210708
208,6.636806965426867
209,14.232550833825103
210,5.7330640919172025
211,14.60100056255684
212,14.658861827992736
213,6.878661288368915
214,19.36015812357533
215,31.795854600170497
216,4.194747140669024
217,13.187281958883137
218,6.012601662006652
219,0.5709911644469762
220,8.51223272470419
221,19.16758856778159
222,11.750753783189156
223,7.0139739617660455
224,4.728644608912328
225,12.599374595680551
226,26.32921954696627
227,15.360859353673122
228,12.927861713784397
229,12.874480272921716
230,9.655849874681913
231,17.041472687137464
232,2.713467888639489
233,3.8112349338188274
234,30.026506627602828
235,4.913397560886747
236,13.756779233780586
237,14.807551816005185
238,15.851982608057599
239,14.627717828002684
240,11.054371484808986
241,5.209282149534852
242,17.737938505241726
243,17.14911978493215
244,8.565079297058402
245,19.37996298455316
246,17.18900796599125
247,14.295270977924968
248,13.926481178108974
249,3.506421632066358
250,23.054360529924736
251,4.55709546704265
252,29.20327486031924
253,12.982179889713322
254,9.491181716498662
255,13.611264766783785
256,7.4355133721256985
257,8.836350059805701
258,14.280332744357244
259,15.893361689847932
260,8.295855023292978
261,11.270245346312784
262,15.193584900706883
263,9.15502606103107
264,10.314111604610062
265,8.649208777726576
266,19.227351135211695
267,20.877374654669826
268,25.612646700145763
269,10.55822496290386
270,21.723203706445656
271,10.503803993240309
272,9.698303903204069
273,24.093732006990766
274,6.0619246667999445
275,12.152773253560603
276,5.079326425885055
277,2.5601370925721034
278,15.623692704811285
279,11.754791182997335
280,11.553176735554347
281,24.996718468203486
282,6.240567829270626
283,8.904117553332558
284,12.005132402419871
285,12.703477794743357
286,9.4328129012281
287,10.80134563593419
288,20.78822909997716
289,5.066087512566482
290,18.623329669962246
291,17.689136115939124
292,20.46440129490186
293,14.614448910971745
294,23.88240262974392
295,15.123116800738522
296,4.6416013199121124
297,28.77602879048517
298,9.007409291279714
299,11.015276681104599
300,20.890757597573984
301,8.504337122899596
302,8.04207671326817
303,16.12730197299607
304,7.171259790707618
305,12.916525644177575
306,14.599704155259191
307,35.39643366946892
308,16.6031789353189
309,2.0079365418284687
310,10.639450556003963
311,6.267214483045292
312,19.140515962735673
313,16.430054507021364
314,5.976277025095131
315,13.929020423120244
316,16.443805781563892
317,8.232528231941078
318,5.950735837438177
319,12.266560216783773
320,11.186471935630706
321,14.997600576366695
322,10.681311841411596
323,14.490523223647175
324,8.509892552132508
325,14.566295691026365
326,37.43155815618973
327,13.45355990871792
328,10.156778309564736
329,12.975820154959832
330,11.933409070081778
331,10.546604682801606
332,10.969966025431763
333,6.518868046432768
334,4.645966413725524
335,15.359722189204739
336,12.252823990557076
337,21.828102559705254
338,14.089876171738581
339,13.425052560043843
340,7.489103965359986
341,7.765499318134039
342,10.009065346063993
343,7.9892537387177995
344,11.394509708139084
345,8.33884668939156
346,22.91152826584768
347,12.851101682826904
348,13.775339649513866
349,11.445332973684966
350,7.8445603867961955
351,12.993632564391985
352,22.08535410705145
353,9.081618741237724
354,11.175745389973766
355,14.60272570230003
356,21.647559486900555
357,13.188579894312296
358,12.217880760433236
359,14.923905316762099
360,15.679442647286773
361,3.928643702321217
362,13.741034975135257
363,17.582435279590282
364,10.162930014561278
365,41.73274067958753
366,15.228434792120686
367,12.652655416466366
368,14.523597972181864
369,9.234497547210115
370,9.246157393667124
371,11.048331730072347
372,12.748857183069584
373,9.593026075946748
374,18.176299543029014
375,20.02568496153472
376,11.335212751590188
377,13.734190634453448
378,8.148596681600479
379,10.166453425944884
380,11.419243293410457
381,6.587302432896069
382,8.968078790738966
383,2.607539348466675
384,16.949837893849544
385,26.616231573575412
386,32.29180627045533
387,13.983857040506113
388,18.790479493899824
389,27.671756384135403
390,17.060821956172557
391,11.508002541681678
392,3.3425417888732665
393,8.455243859227844
394,7.713177427733179
395,19.355557914734312
396,12.49083764675787
397,12.165128086750206
398,12.21612665477283
399,9.155179653624538
400,16.958151404923775
401,6.682409145591926
402,20.171225927881995
403,22.16287356648125
404,8.88947318403862
405,18.75309930708034
406,9.850369018028417
407,11.72228757575245
408,13.565475693680535
409,3.9272616477643005
410,16.34843315505787
411,8.039592998726533
412,4.257332374390892
413,10.455395847542567
414,11.070056212217501
415,13.028584373591876
416,29.156965941703056
417,38.898371287579025
418,8.921909656501766
419,14.357714089475387
420,6.530778899085529
421,10.39956928310269
422,18.241587784299703
423,11.527693755329555
424,4.4106687056809175
425,18.57688002982065
426,16.00113877171938
427,13.584416013081771
428,14.013147514053404
429,10.247595368519832
430,9.688991585278272
431,15.382341535357517
432,13.604776044729128
433,8.97985405400437
434,8.34854543195506
435,6.603542658428135
436,7.870472220469768
437,8.228222344563646
438,12.42196566238677
439,10.72374961054921
440,16.903656579252452
441,11.94450243075728
442,5.129438423787982
443,8.580721676499154
444,6.253290957441177
445,10.331867539473347
446,14.081636928154767
447,18.6024537032263
448,10.882182121651596
449,21.4061237933943
450,21.91343341181799
451,19.169875704178683
452,7.423630996250077
453,13.49401483622523
454,15.157486840022315
455,22.97479060229872
456,10.635975486295893
457,20.35685395890999
458,12.832963151110077
459,4.494629684826657
460,13.052465369042043
461,8.83906119248265
462,8.92375348565015
463,12.436235854093173
464,10.718312987923252
465,3.4077587172664505
466,13.791533278794368
467,7.673179049473064
468,13.492236631176135
469,14.555501170329174
470,9.093817515043607
471,18.794144922197564
472,2.9889308873107736
473,25.8752876633974
474,9.851662479275753
475,16.878328399777374
476,8.925144585450113
477,11.03511441887934
478,5.917975935230485
479,12.557878394512425
480,9.36958648854358
481,11.611768374977784
482,10.442937131391762
483,10.960851238621856
484,6.5039888110183135
485,13.65182349290229
486,16.164173974619146
487,9.698472918658913
488,6.258189269759843
489,20.90351546845727
490,6.686089208485921
491,8.590784005721545
492,9.22912014232214
493,3.646468911019892
494,11.486358294833757
495,10.39482749388678
496,12.069956089280186
497,8.601993983818211
498,18.69038336026765
499,13.15231925756277
500,11.940351038983666
501,8.589568045013223
502,10.952302465342205
503,15.694280662039317
504,12.76673546629359
505,16.66907265257119
506,2.719847403097255
507,5.395766856698455
508,21.002129547614754
509,23.061042784217083
510,11.408541458064365
511,20.35154312005354
512,25.429154148323914
513,11.596999575037573
514,12.23718931852714
515,14.755023432867198
516,14.555379473380434
517,21.249208232005323
518,6.85088429671293
519,100.0
520,14.225359624506961
521,14.558615909521292
522,13.9781940246025
523,16.36257351141731
524,17.482703500430958
525,16.59358942061386
526,6.581478271367054
527,8.896743626637043
528,9.182949532013184
529,13.909949802781338
530,10.34237370520401
531,26.76616961231125
532,9.73843176301602
533,12.133783242793822
534,0.016715555932417726
535,22.54733066254831
536,14.996260632771948
537,11.094434510426352
538,100.0
539,11.400113535558058
540,8.202239550300126
541,22.19430564706958
542,13.478638845534114
543,15.58279348221189
544,7.765499318134039
545,10.041446545415402
546,12.97765976371128
547,12.791357486855699
548,10.728559341662706
549,10.000078384376163
550,17.055807395869003
551,11.727404355186726
552,3.688512992415883
553,15.741379635826464
554,8.323931841501931
555,6.395359912293845
556,15.861004816730933
557,7.432512369792097
558,7.638054634836619
559,9.837940135365109
560,16.112870003485718
561,14.85226153695827
562,11.728163182315551
563,6.7389600006069905
564,19.56020595108237
565,9.294119428598298
566,12.720585719389224
567,17.93653649671536
568,12.8011906203772
569,8.133541391765581
570,20.892115390845237
571,8.527224731103855
572,2.1469015187210987
573,16.547546630181667
574,11.065884454696723
575,13.118269850054121
576,11.963390690503292
577,15.317844454486051
578,19.40641756966975
579,10.764810427527173
580,20.515596150029445
581,0.6341116501404394
582,20.914097157932858
583,9.11983991053962
584,13.268070501237666
585,9.807884289392092
586,10.14396186376719
587,14.52380334826352
588,10.266002148017856
589,10.053396288116032
590,6.950607490703042
591,21.80121210150002
592,14.869761526965938
593,14.981801864216912
594,8.535450470301294
595,15.499976425303283
596,7.807518791822113
597,10.918375434175635
598,10.565102479499059
599,10.924282410952143
600,8.225866006762427
601,1.7056009869774582
602,17.68215289046602
603,29.85575703444465
604,8.762411355591611
605,9.409827340648137
606,10.71626691918186
607,16.928939525594004
608,12.32932960107596
609,17.546294638035505
610,14.98693308401908
611,12.325054341444138
612,14.42007027718047
613,11.859542317398034
614,10.79071003068004
615,22.847081739126793
616,11.971445762154982
617,15.024265300085224
618,19.634461130057847
619,8.36030789998388
620,16.02814537507755
621,12.66817360005031
622,29.209955989891334
623,19.350749525164737
624,7.869629417007943
625,15.710205185451814
626,19.63355718164272
627,13.450365220620423
628,7.945988628711009
629,10.192575607415023
630,4.416484600524557
631,11.73973859516873
632,17.103974297789048
633,21.621706500218565
634,10.301270918305091
635,12.466699238681185
636,19.181697146582145
637,14.213881881120264
638,27.371383626654687
639,10.71070589145133
640,19.844131587108308
641,8.465953990011469
642,8.739927555274338
643,15.590657944422723
644,12.821529186090599
645,11.074644116066953
646,10.620241254523503
647,35.85288614497622
648,11.69981103660655
649,20.922297251078287
650,13.870129468018114
651,9.586017067356979
652,9.493755119962788
653,12.57978091918247
654,7.207492947611745
655,16.804514980909886
656,9.928654856194717
657,17.193289745892564
658,10.969966025431763
659,12.68242494852675
660,7.678736931806042
661,10.749448807062825
662,31.654474764914088
663,12.146389182510221
664,18.3285283445145
665,16.657956604548726
666,11.92337828784052
667,6.769124996583511
668,9.264089104977575
669,14.440554653942892
670,8.606010015041711
671,13.278449806773793
672,16.0149969733428
673,15.037684833406653
674,12.969704601669807
675,12.392704213571204
676,24.980490000436813
677,8.68280444949034
678,15.829901032924154
679,10.028273660827802
680,7.368523343606484
681,5.385069644009527
682,9.799535140032123
683,24.35980474660298
684,8.218157931815828
685,9.592690413290711
686,13.08835437014075
687,7.987231087807794
688,17.422801268957645
689,10.599217346017452
690,2.7479802427473365
691,7.084176351221412
692,7.222060521351699
693,2.3957119777520313
694,10.78089959460812
695,41.48273856434725
696,10.541742048348478
697,0.9833628492480716
698,11.296746356497932
699,15.685214346634305
700,21.175933005512398
701,11.103128562994973
702,12.26546701937681
703,7.04702784146975
704,10.84448651251326
705,9.218870556744049
706,5.296739501635617
707,12.803623034578152
708,9.821884469968559
709,13.390712143785507
710,29.22069865471365
711,15.148231211485925
712,12.603949736820816
713,12.196228026238746
714,8.96250595799376
715,7.127212801903347
716,15.349900574859413
717,9.53000149670606
718,6.835315003636215
719,8.980140005552707
720,6.119100556572891
721,9.246422916726655
722,12.881756954799107
723,11.091234313586684
724,3.574692520328811
725,9.888351606116128
726,4.862461002910926
727,15.353479664494799
728,13.45769441621405
729,19.570688764065043
730,10.445812216530403
731,8.149899716874431
732,17.083889984965023
733,13.555863684820304
734,17.329945471327488
735,8.474422854624372
736,11.161788369712697
737,24.074951404483652
738,15.913792016944258
739,18.536756776552686
740,6.9870175059000434
741,8.248249190536033
742,13.148910377415685
743,7.333802624973164
744,8.457842140055138
745,12.792064112522628
746,22.664590869768045
747,9.319209384883495
748,15.91733990375511
749,7.7104279157359
750,9.526942410510204
751,15.469388385866203
752,17.429894465399098
753,7.864369591462175
754,11.777060738752757
755,15.6716859062073
756,17.30057384856493
757,10.652156492209688
758,17.950721593204552
759,11.369147991174437
760,2.3423678711336384
761,38.33665094520921
762,8.248344252179622
763,12.509122220189504
764,15.274287680693863
765,14.79433164379006
766,8.99130132422359
767,28.356154289729425
768,16.795466943287625
769,1.74034217146001
770,14.638436260498604
771,4.853036683828406
772,17.631035648558825
773,12.684189860025239
774,9.066621716830868
775,12.753282644934844
776,15.121172630746148
777,24.728198083969097
778,18.602713156471186
779,8.068544670234571
780,12.460204654184341
781,24.25850145543337
782,21.38524678963945
783,12.302374946056414
784,12.907277463126421
785,7.934952494026577
786,14.279624621271534
787,22.266929953186196
788,16.173777607211605
789,10.237036449425222
790,13.562859115454248
791,27.494736137609532
792,18.303372127706528
793,10.340453155659292
794,17.563639221837242
795,9.69943902155408
796,12.066932865090909
797,13.675420356460357
798,13.126600421016885
799,14.298324234118137
800,11.447148493388044
801,11.940020514791797
802,8.173819044501318
803,14.51899930113338
804,13.85896286621507
805,1.5733772545858604
806,23.0373124610034
807,11.314030192091122
808,9.413100680140927
809,9.83504520456011
810,35.913618279711784
811,13.456664043087438
812,13.079534296980494
813,14.435973285178694
814,14.141206579097144
815,11.656819993184962
816,8.591498698458276
817,17.96567090728258
818,9.820773034560638
819,26.20092539012881
820,34.01038399494107
821,14.348343720624147
822,7.710799703468206
823,23.407678116640042
824,20.904477038054512
825,11.45271571984618
826,15.308114453503292
827,13.342347118854239
828,12.509122220189504
829,15.183082584504096
830,13.87290634331618
831,13.154133912552549
832,10.414993446704845
833,8.76763480481281
834,12.899658005928549
835,11.788560311618804
836,11.600727161806727
837,20.762861675216694
838,8.508859011321908
839,11.042587711715464
840,9.769152259220082
841,16.62785121364933
842,12.395570428216974
843,17.482703500430958
844,9.206767820249969
845,13.38609116831448
846,13.473301574449911
847,9.985942085935443
848,10.542941967836576
849,13.105107625016913
850,14.32098560323266
851,12.261381718043358
852,13.420074038532807
853,24.54423600876697
854,12.045978425768313
855,12.891759992887877
856,16.29867612927539
857,21.335648958867232
858,9.93726678460014
859,13.126820247122195
860,10.119710530523635
861,5.321473474833629
862,8.227556997177917
863,15.026598242786656
864,8.881639125772375
865,21.364073409328125
866,8.535450470301294
867,16.68570059306406
868,14.620779562810778
869,11.481250251363374
870,20.083215536194924
871,2.0896955187519377
872,6.465830195352439
873,11.682739960451306
874,12.917474650528874
875,0.5052221202559748
876,5.0546541043773034
877,23.86636528233246
878,11.980021153620104
879,12.529788563216826
880,10.984822723414148
881,13.835572971649846
882,21.288191117971856
883,10.9484936094601
884,9.883143783116376
885,8.769305412068077
886,8.769127917603987
887,20.842123581617596
888,10.328011705675133
889,15.389477347312134
890,36.78352614245557
891,22.937650354982697
892,14.182489279067676
893,13.212360257268072
894,13.166025649542796
895,16.746890657869695
896,12.341426384522187
897,21.104552703837218
898,9.259437559898153
899,11.496258221126165
900,14.950360496855195
901,20.126328156700975
902,13.950787963589518
903,14.914964375455977
904,10.813885448415682
905,11.53875230022181
906,11.389066261800444
907,17.075785735210843
908,10.89737995804265
909,18.170610976878244
910,10.642224699426523
911,14.337687261178333
912,11.723374267158896
913,9.657940274265231
914,12.52751886139006
915,2.6921346032750493
916,13.198433795986874
