,efficiency_score
0,6.791574085773479
1,10.656875990558898
2,8.820866765752514
3,13.720780991732271
4,8.159742202769339
5,13.635444606577032
6,28.963423991972803
7,21.558830557093287
8,7.885834023950464
9,9.622679849924156
10,10.598062206361652
11,6.743055548626719
12,10.59704305777149
13,8.297491464596035
14,12.861215912540025
15,14.44438501947573
16,13.170827301792205
17,8.601306388801564
18,9.638726803344742
19,13.690886604300964
20,11.56147528932745
21,11.272881174875602
22,24.96862409292793
23,8.241710183929449
24,13.077020923155628
25,15.062074641469708
26,15.79735209838636
27,14.494932019367662
28,12.471258747413996
29,17.06681319538863
30,13.459217611729485
31,13.29056652008692
32,12.51250649899848
33,23.632627581818944
34,0.04623152640042312
35,5.917410979781759
36,23.565048409318262
37,10.564103459343684
38,10.533647968093272
39,7.938684969949413
40,4.452036215592145
41,8.072401583476903
42,11.35711079928198
43,16.516399073240983
44,22.154288493129375
45,15.548401904618958
46,7.167882246866022
47,19.17720876333534
48,9.042091803338439
49,31.146847991557557
50,9.51710216075937
51,19.154682993936188
52,16.624369916198873
53,15.413600191236327
54,7.815703512106781
55,14.54046098557224
56,18.165337145418036
57,9.303639842321706
58,9.70306894021618
59,8.744299057367861
60,11.351918625700675
61,4.9274878303202625
62,16.58593822807734
63,12.039062942042609
64,18.704460298917667
65,11.143003276538504
66,13.982035240984816
67,13.368240445689358
68,10.499500046153468
69,3.506565062542087
70,5.399784048612691
71,9.314730334565747
72,11.110151171156524
73,19.594391054919555
74,9.516186061439186
75,9.290049087792154
76,17.47391301746788
77,9.505897183020213
78,9.402893714082348
79,10.080982650187053
80,9.123853354290963
81,11.577168061184933
82,18.75722221742603
83,6.4345691125400295
84,16.91240740749296
85,11.805031270912442
86,9.638276185380775
87,10.502142633340407
88,20.91684919135911
89,17.801956693439173
90,10.331580023968217
91,11.691309344389476
92,9.43363304658564
93,11.34074609855109
94,6.222287341630081
95,44.95838825504761
96,8.90871654720735
97,14.162955618605256
98,10.61096510060255
99,14.179715098144888
100,9.851577321807305
101,12.732269975482904
102,17.519433124220644
103,16.82249133608166
104,16.22034301890987
105,14.57114660912917
106,13.87405777350416
107,12.722982108471943
108,6.137418180219344
109,16.47580354918182
110,12.511070485675585
111,20.346220468231895
112,6.513089798939872
113,13.724362003762364
114,8.596381210216835
115,11.468069184451066
116,9.56434694452092
117,12.086785581425463
118,16.737171553248025
119,12.887721160669606
120,10.895511560386398
121,9.799109293780331
122,16.102240142465302
123,19.07674715599137
124,23.583275075069082
125,8.262110178786351
126,12.146066354025505
127,10.505778998548609
128,10.370179906220178
129,7.390587222292533
130,10.638675998511868
131,8.459835717796693
132,14.677726737892154
133,7.10543979306228
134,12.572976317718618
135,15.153128428099913
136,16.236438420533204
137,16.361351077762905
138,22.253251688131307
139,10.9488019228909
140,11.653972329234133
141,14.914261614684357
142,16.05051517878592
143,7.731628072153541
144,2.5762338288709814
145,23.893358344379003
146,14.573115174805856
147,10.459209584264963
148,6.866224363772634
149,14.139921449645168
150,18.65401104315213
151,19.528361992209703
152,17.57866192836282
153,5.6237918875667825
154,18.250087990698905
155,36.28151511460575
156,7.606724396355524
157,4.406959492759422
158,10.16709135318586
159,8.162938379487345
160,14.162955618605256
161,11.170094274397012
162,8.726732387016222
163,19.175417120161647
