,efficiency_score
0,14.401468105021282
1,11.614856560569416
2,22.840357446473366
3,17.098321828067878
4,19.558782502515186
5,12.114918544472959
6,24.227100481212688
7,10.773201269134018
8,12.704269736602516
9,7.293117025845226
10,18.304980587868823
11,28.675955173423095
12,13.18854805306634
13,7.878212533807257
14,9.015235512192614
15,10.628696834695724
16,18.573613317854807
17,10.192411224641292
18,6.307831403522399
19,10.865026900202803
20,8.346722659341738
21,9.022156452014778
22,11.344627712386076
23,8.481800355619972
24,8.346904180298628
25,17.944419421638482
26,18.556056347038776
27,21.47895886995387
28,11.448838980141165
29,10.090211383318854
30,15.373115444857236
31,8.106129575764944
32,16.193331758628577
33,10.999475851379465
34,17.40955769893225
35,9.22193489431819
36,13.570337903945854
37,16.105287614471134
38,9.43649456879478
39,10.55568872527603
40,15.702752661967558
41,15.489101899772905
42,10.861893397175127
43,13.338756298595284
44,13.98365895726845
45,11.901901720718095
46,0.752780868599204
47,12.002990811877961
48,14.9976522263892
49,14.146275358242766
50,7.0920724041750525
51,11.037160175712348
52,13.071260431257157
53,14.93819091603313
54,8.798257460322322
55,9.102358063104694
56,16.335181535977974
57,0.8227370899028927
58,4.884236858289215
59,24.473378422652235
60,19.901561112878383
61,16.13509694688184
62,15.984802686958183
63,6.400263931823195
64,38.219104341327366
65,27.778955227363006
66,7.6973405135854085
67,24.8628708700391
68,14.141640487731483
69,20.203411675037046
70,29.192447832123147
71,10.746145397550142
72,12.88653408573409
73,9.337426969341372
74,11.278637042784236
75,16.3965200646063
76,12.691913269476796
