,efficiency_score
0,11.139638725363016
1,27.54068043168676
2,13.732831248688138
3,18.871166146535323
4,17.22876803569198
5,10.293495702935033
6,16.162444983410044
7,11.827388513264752
8,13.208275927861266
9,9.290390966640297
10,24.59500924907066
11,18.117645334863543
12,18.094982169603323
13,27.7260967108982
14,14.602241621395654
15,35.50283412268625
16,16.521471630210566
17,17.32271029044847
18,8.842444354454441
19,17.599599549570016
20,16.006441913667704
21,9.223384382938997
22,17.901228198974795
23,11.354283700568203
24,11.568072929202975
25,20.083755727336683
26,10.128747119160316
27,8.53673219954685
28,14.891175353767105
29,3.7454403701023526
30,17.875196936437508
31,18.425446012234055
32,11.060197912881438
33,44.84447366486172
34,21.451467885816093
35,12.299700638861037
36,27.43066383884364
37,9.832169886299742
38,10.446482989984364
39,13.536785755201667
40,11.026159237640014
41,22.639283635374333
42,10.079072903964441
43,13.086859975935033
44,26.237937623785424
45,21.87388856659061
46,22.992418359498092
47,15.58546106447691
48,23.92997561434111
49,13.046218669413918
50,16.56902785642852
51,27.021303145970894
52,19.03903832205785
53,12.368109927570424
54,20.905767177436896
55,12.623727244439317
56,25.274139054785117
57,16.832222590462422
58,25.694115203574775
59,17.12730036061024
60,14.80043675377949
61,11.652602149224162
62,11.251448015171254
63,10.142469306563996
64,4.855625299814174
65,13.69024910630875
66,12.383137350190378
67,23.742350097972423
68,9.32257774407021
69,14.783903228740062
70,2.771329782108129
71,25.688900530404712
72,7.6926824484571945
73,9.563865345383384
74,11.308940872159466
75,29.334443229727942
76,11.343710200399798
77,18.257539436902842
78,9.606872476091068
79,9.787971085087834
80,15.9252268762508
81,9.485914407059676
82,5.271517955310282
